Date,SPY,VTI,XLK
2024-08-09,526.43310546875,259.5714111328125,204.22787475585938
2024-08-12,526.7098388671875,259.4035339355469,205.89642333984375
2024-08-13,535.3717651367188,263.7178649902344,212.2229766845703
2024-08-14,537.0608520507812,264.46820068359375,213.38502502441406
2024-08-15,546.2662353515625,269.0491027832031,219.5228729248047
2024-08-16,547.4909057617188,269.6908264160156,219.89031982421875
2024-08-19,552.7257690429688,272.2380065917969,223.5154571533203
2024-08-20,551.826904296875,271.5765075683594,222.73085021972656
2024-08-21,553.7232666015625,272.9389343261719,224.04183959960938
2024-08-22,549.3773193359375,270.62872314453125,218.88722229003906
2024-08-23,555.2147216796875,274.0545654296875,222.43289184570312
2024-08-26,553.8912353515625,273.3634948730469,219.6420440673828
2024-08-27,554.6517333984375,273.61029052734375,220.97293090820312
2024-08-28,551.4317626953125,271.9418029785156,217.92385864257812
2024-08-29,551.4812622070312,272.2083740234375,215.95733642578125
2024-08-30,556.7456665039062,274.83447265625,218.82765197753906
2024-09-03,545.288330078125,268.9207763671875,208.7766571044922
2024-09-04,544.1722412109375,268.31854248046875,208.24034118652344
2024-09-05,542.8488159179688,267.4892578125,207.92251586914062
2024-09-06,533.7125244140625,263.04656982421875,202.529541015625
2024-09-09,539.6880493164062,265.8602600097656,205.84674072265625
2024-09-10,542.0387573242188,266.8968505859375,208.9256134033203
2024-09-11,547.5995483398438,269.5526123046875,216.05667114257812
2024-09-12,552.212158203125,271.793701171875,217.84439086914062
2024-09-13,555.09619140625,273.68927001953125,218.93690490722656
2024-09-16,555.9160766601562,274.23223876953125,218.10263061523438
2024-09-17,556.1431884765625,274.5086975097656,217.67555236816406
2024-09-18,554.4937133789062,273.8175964355469,215.68917846679688
2024-09-19,563.9558715820312,278.457763671875,222.09519958496094
2024-09-20,562.9810180664062,277.875244140625,221.01263427734375
2024-09-23,564.3877563476562,278.56634521484375,220.9718475341797
2024-09-24,566.002685546875,279.26727294921875,222.4841766357422
2024-09-25,564.7543334960938,278.34912109375,223.1209716796875
2024-09-26,566.993408203125,279.5931091308594,226.07601928710938
2024-09-27,566.1710815429688,279.3168029785156,223.96669006347656
2024-09-30,568.4398803710938,280.416015625,224.62335205078125
2024-10-01,563.3475952148438,277.86102294921875,219.1510467529297
2024-10-02,563.5853271484375,277.9204406738281,220.77285766601562
2024-10-03,562.5549926757812,277.3262634277344,221.68821716308594
2024-10-04,567.6671142578125,280.010009765625,224.15573120117188
2024-10-07,562.53515625,277.4549865722656,222.61354064941406
2024-10-08,567.8553466796875,279.7921142578125,226.77249145507812
2024-10-09,571.78857421875,281.7430419921875,229.3096466064453
2024-10-10,570.7879028320312,281.1587829589844,229.24996948242188
2024-10-11,574.2058715820312,283.33740234375,229.64793395996094
2024-10-14,578.9019775390625,285.5458068847656,232.64280700683594
2024-10-15,574.4041137695312,283.58502197265625,227.52865600585938
2024-10-16,576.9006958007812,285.0308532714844,228.235107421875
2024-10-17,576.9502563476562,284.9714660644531,228.9315643310547
2024-10-18,579.1694946289062,286.09051513671875,229.7474365234375
2024-10-21,578.2183837890625,285.1893615722656,230.822021484375
2024-10-22,577.9112548828125,284.8625183105469,230.5832061767578
2024-10-23,572.630615234375,282.2877197265625,227.27992248535156
2024-10-24,573.8690795898438,283.04034423828125,227.94656372070312
2024-10-25,573.6708984375,282.77294921875,229.13055419921875
2024-10-28,575.4443359375,283.9217224121094,229.0609130859375
2024-10-29,576.3756103515625,284.29803466796875,232.1453094482422
2024-10-30,574.6319580078125,283.5949401855469,228.4539794921875
2024-10-31,563.367431640625,278.30670166015625,221.12109375
